episode_id,batch,task_id,category,family,condition,condition_name,model,repeat,Q,Z,W,F,ZWF,all_reads,first_mutation,reads_before_first_mutation,total_tool_calls,success,error_type
confirmatory|bfcl|multi_turn_base_143|qwen25_72b|C4|r3,primary,multi_turn_base_143,base,compression,C4,apca,qwen25_72b,3,0,1,1,1,1,6,5,5,9,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_143|qwen25_72b|C1|r4,primary,multi_turn_base_143,base,compression,C1,neutral,qwen25_72b,4,0,1,1,1,1,6,5,5,9,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_143|qwen25_72b|C3|r4,primary,multi_turn_base_143,base,compression,C3,static,qwen25_72b,4,0,1,1,1,1,6,5,5,9,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_143|qwen25_72b|C4|r4,primary,multi_turn_base_143,base,compression,C4,apca,qwen25_72b,4,0,1,1,1,1,6,5,5,9,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_143|qwen25_72b|C1|r5,primary,multi_turn_base_143,base,compression,C1,neutral,qwen25_72b,5,0,1,1,1,1,6,5,5,9,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_143|qwen25_72b|C3|r5,primary,multi_turn_base_143,base,compression,C3,static,qwen25_72b,5,0,1,1,1,1,6,5,5,9,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_143|qwen25_72b|C4|r5,primary,multi_turn_base_143,base,compression,C4,apca,qwen25_72b,5,0,1,1,1,1,6,5,5,9,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_156|qwen25_72b|C1|r0,primary,multi_turn_base_156,base,compression,C1,neutral,qwen25_72b,0,3,0,1,1,0,2,1,1,6,0,multi_turn:empty_turn_model_response
confirmatory|bfcl|multi_turn_base_156|qwen25_72b|C3|r0,primary,multi_turn_base_156,base,compression,C3,static,qwen25_72b,0,0,1,1,0,0,3,1,1,7,1,
confirmatory|bfcl|multi_turn_base_156|qwen25_72b|C4|r0,primary,multi_turn_base_156,base,compression,C4,apca,qwen25_72b,0,0,1,1,0,0,3,1,1,7,1,
confirmatory|bfcl|multi_turn_base_156|qwen25_72b|C1|r1,primary,multi_turn_base_156,base,compression,C1,neutral,qwen25_72b,1,3,0,1,1,0,2,1,1,6,0,multi_turn:empty_turn_model_response
confirmatory|bfcl|multi_turn_base_156|qwen25_72b|C3|r1,primary,multi_turn_base_156,base,compression,C3,static,qwen25_72b,1,0,1,1,0,0,3,1,1,7,1,
confirmatory|bfcl|multi_turn_base_156|qwen25_72b|C4|r1,primary,multi_turn_base_156,base,compression,C4,apca,qwen25_72b,1,0,1,1,0,0,3,1,1,7,1,
confirmatory|bfcl|multi_turn_base_156|qwen25_72b|C1|r2,primary,multi_turn_base_156,base,compression,C1,neutral,qwen25_72b,2,3,0,1,1,0,2,1,1,6,0,multi_turn:empty_turn_model_response
confirmatory|bfcl|multi_turn_base_156|qwen25_72b|C3|r2,primary,multi_turn_base_156,base,compression,C3,static,qwen25_72b,2,0,1,1,0,0,3,1,1,7,1,
confirmatory|bfcl|multi_turn_base_156|qwen25_72b|C4|r2,primary,multi_turn_base_156,base,compression,C4,apca,qwen25_72b,2,0,1,1,0,0,3,1,1,7,1,
confirmatory|bfcl|multi_turn_base_156|qwen25_72b|C1|r3,primary,multi_turn_base_156,base,compression,C1,neutral,qwen25_72b,3,3,0,1,1,0,2,1,1,6,0,multi_turn:empty_turn_model_response
confirmatory|bfcl|multi_turn_base_156|qwen25_72b|C3|r3,primary,multi_turn_base_156,base,compression,C3,static,qwen25_72b,3,0,1,1,0,0,3,1,1,7,1,
confirmatory|bfcl|multi_turn_base_156|qwen25_72b|C4|r3,primary,multi_turn_base_156,base,compression,C4,apca,qwen25_72b,3,0,1,1,0,0,3,1,1,7,1,
confirmatory|bfcl|multi_turn_base_156|qwen25_72b|C1|r4,primary,multi_turn_base_156,base,compression,C1,neutral,qwen25_72b,4,3,0,1,1,0,2,1,1,6,0,multi_turn:empty_turn_model_response
confirmatory|bfcl|multi_turn_base_156|qwen25_72b|C3|r4,primary,multi_turn_base_156,base,compression,C3,static,qwen25_72b,4,0,1,1,0,0,3,1,1,7,1,
confirmatory|bfcl|multi_turn_base_156|qwen25_72b|C4|r4,primary,multi_turn_base_156,base,compression,C4,apca,qwen25_72b,4,0,1,1,0,0,3,1,1,7,1,
confirmatory|bfcl|multi_turn_base_156|qwen25_72b|C1|r5,primary,multi_turn_base_156,base,compression,C1,neutral,qwen25_72b,5,3,0,1,1,0,2,1,1,6,0,multi_turn:empty_turn_model_response
confirmatory|bfcl|multi_turn_base_156|qwen25_72b|C3|r5,primary,multi_turn_base_156,base,compression,C3,static,qwen25_72b,5,0,1,1,0,0,3,1,1,7,1,
confirmatory|bfcl|multi_turn_base_156|qwen25_72b|C4|r5,primary,multi_turn_base_156,base,compression,C4,apca,qwen25_72b,5,0,1,1,0,0,3,1,1,7,1,
confirmatory|bfcl|multi_turn_miss_param_90|qwen25_72b|C1|r0,primary,multi_turn_miss_param_90,miss_param,compression,C1,neutral,qwen25_72b,0,2,0,1,1,0,10,1,1,16,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_90|qwen25_72b|C3|r0,primary,multi_turn_miss_param_90,miss_param,compression,C3,static,qwen25_72b,0,2,0,1,1,0,9,1,1,13,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_90|qwen25_72b|C4|r0,primary,multi_turn_miss_param_90,miss_param,compression,C4,apca,qwen25_72b,0,2,0,1,1,0,8,1,1,15,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_90|qwen25_72b|C1|r1,primary,multi_turn_miss_param_90,miss_param,compression,C1,neutral,qwen25_72b,1,2,0,1,1,0,10,1,1,16,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_90|qwen25_72b|C3|r1,primary,multi_turn_miss_param_90,miss_param,compression,C3,static,qwen25_72b,1,2,0,1,1,0,8,1,1,12,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_90|qwen25_72b|C4|r1,primary,multi_turn_miss_param_90,miss_param,compression,C4,apca,qwen25_72b,1,2,0,1,1,0,8,1,1,15,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_90|qwen25_72b|C1|r2,primary,multi_turn_miss_param_90,miss_param,compression,C1,neutral,qwen25_72b,2,2,0,1,1,0,10,1,1,16,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_90|qwen25_72b|C3|r2,primary,multi_turn_miss_param_90,miss_param,compression,C3,static,qwen25_72b,2,2,0,1,1,0,8,1,1,12,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_90|qwen25_72b|C4|r2,primary,multi_turn_miss_param_90,miss_param,compression,C4,apca,qwen25_72b,2,2,0,1,1,0,8,1,1,15,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_90|qwen25_72b|C1|r3,primary,multi_turn_miss_param_90,miss_param,compression,C1,neutral,qwen25_72b,3,2,0,1,1,0,10,1,1,16,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_90|qwen25_72b|C3|r3,primary,multi_turn_miss_param_90,miss_param,compression,C3,static,qwen25_72b,3,2,0,1,1,0,8,1,1,12,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_90|qwen25_72b|C4|r3,primary,multi_turn_miss_param_90,miss_param,compression,C4,apca,qwen25_72b,3,2,0,1,1,0,8,1,1,15,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_90|qwen25_72b|C1|r4,primary,multi_turn_miss_param_90,miss_param,compression,C1,neutral,qwen25_72b,4,2,0,1,1,0,10,1,1,16,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_90|qwen25_72b|C3|r4,primary,multi_turn_miss_param_90,miss_param,compression,C3,static,qwen25_72b,4,2,0,1,1,0,8,1,1,12,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_90|qwen25_72b|C4|r4,primary,multi_turn_miss_param_90,miss_param,compression,C4,apca,qwen25_72b,4,2,0,1,1,0,8,1,1,15,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_90|qwen25_72b|C1|r5,primary,multi_turn_miss_param_90,miss_param,compression,C1,neutral,qwen25_72b,5,2,0,1,1,0,10,1,1,16,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_90|qwen25_72b|C3|r5,primary,multi_turn_miss_param_90,miss_param,compression,C3,static,qwen25_72b,5,2,0,1,1,0,8,1,1,12,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_90|qwen25_72b|C4|r5,primary,multi_turn_miss_param_90,miss_param,compression,C4,apca,qwen25_72b,5,2,0,1,1,0,8,1,1,15,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_28|qwen25_72b|C1|r0,primary,multi_turn_base_28,base,compression,C1,neutral,qwen25_72b,0,3,0,1,0,0,5,5,5,7,1,
confirmatory|bfcl|multi_turn_base_28|qwen25_72b|C3|r0,primary,multi_turn_base_28,base,compression,C3,static,qwen25_72b,0,3,0,1,1,0,5,5,5,7,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_28|qwen25_72b|C4|r0,primary,multi_turn_base_28,base,compression,C4,apca,qwen25_72b,0,1,0,1,0,0,5,5,5,7,1,
confirmatory|bfcl|multi_turn_base_28|qwen25_72b|C1|r1,primary,multi_turn_base_28,base,compression,C1,neutral,qwen25_72b,1,3,0,1,0,0,5,5,5,7,1,
confirmatory|bfcl|multi_turn_base_28|qwen25_72b|C3|r1,primary,multi_turn_base_28,base,compression,C3,static,qwen25_72b,1,3,0,1,1,0,5,5,5,7,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_28|qwen25_72b|C4|r1,primary,multi_turn_base_28,base,compression,C4,apca,qwen25_72b,1,3,0,1,1,0,5,5,5,7,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_28|qwen25_72b|C1|r2,primary,multi_turn_base_28,base,compression,C1,neutral,qwen25_72b,2,3,0,1,0,0,5,5,5,7,1,
confirmatory|bfcl|multi_turn_base_28|qwen25_72b|C3|r2,primary,multi_turn_base_28,base,compression,C3,static,qwen25_72b,2,3,0,1,1,0,5,5,5,7,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_28|qwen25_72b|C4|r2,primary,multi_turn_base_28,base,compression,C4,apca,qwen25_72b,2,3,0,1,1,0,5,5,5,7,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_28|qwen25_72b|C1|r3,primary,multi_turn_base_28,base,compression,C1,neutral,qwen25_72b,3,3,0,1,0,0,5,5,5,7,1,
confirmatory|bfcl|multi_turn_base_28|qwen25_72b|C3|r3,primary,multi_turn_base_28,base,compression,C3,static,qwen25_72b,3,3,0,1,1,0,5,5,5,7,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_28|qwen25_72b|C4|r3,primary,multi_turn_base_28,base,compression,C4,apca,qwen25_72b,3,3,0,1,1,0,5,5,5,7,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_28|qwen25_72b|C1|r4,primary,multi_turn_base_28,base,compression,C1,neutral,qwen25_72b,4,3,0,1,0,0,5,5,5,7,1,
confirmatory|bfcl|multi_turn_base_28|qwen25_72b|C3|r4,primary,multi_turn_base_28,base,compression,C3,static,qwen25_72b,4,3,0,1,1,0,5,5,5,7,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_28|qwen25_72b|C4|r4,primary,multi_turn_base_28,base,compression,C4,apca,qwen25_72b,4,3,0,1,1,0,5,5,5,7,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_28|qwen25_72b|C1|r5,primary,multi_turn_base_28,base,compression,C1,neutral,qwen25_72b,5,3,0,1,0,0,5,5,5,7,1,
confirmatory|bfcl|multi_turn_base_28|qwen25_72b|C3|r5,primary,multi_turn_base_28,base,compression,C3,static,qwen25_72b,5,3,0,1,1,0,5,5,5,7,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_28|qwen25_72b|C4|r5,primary,multi_turn_base_28,base,compression,C4,apca,qwen25_72b,5,3,0,1,1,0,5,5,5,7,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_81|qwen25_72b|C1|r0,primary,multi_turn_base_81,base,compression,C1,neutral,qwen25_72b,0,0,1,1,0,0,9,1,1,13,1,
confirmatory|bfcl|multi_turn_base_81|qwen25_72b|C3|r0,primary,multi_turn_base_81,base,compression,C3,static,qwen25_72b,0,1,0,1,1,0,9,1,1,13,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_base_81|qwen25_72b|C4|r0,primary,multi_turn_base_81,base,compression,C4,apca,qwen25_72b,0,1,0,1,1,0,6,1,1,7,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_base_81|qwen25_72b|C1|r1,primary,multi_turn_base_81,base,compression,C1,neutral,qwen25_72b,1,0,1,1,0,0,9,1,1,13,1,
confirmatory|bfcl|multi_turn_base_81|qwen25_72b|C3|r1,primary,multi_turn_base_81,base,compression,C3,static,qwen25_72b,1,2,0,1,1,0,6,1,1,7,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_base_81|qwen25_72b|C4|r1,primary,multi_turn_base_81,base,compression,C4,apca,qwen25_72b,1,1,0,1,1,0,6,1,1,7,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_base_81|qwen25_72b|C1|r2,primary,multi_turn_base_81,base,compression,C1,neutral,qwen25_72b,2,0,1,1,0,0,9,1,1,13,1,
confirmatory|bfcl|multi_turn_base_81|qwen25_72b|C3|r2,primary,multi_turn_base_81,base,compression,C3,static,qwen25_72b,2,2,0,1,1,0,6,1,1,7,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_base_81|qwen25_72b|C4|r2,primary,multi_turn_base_81,base,compression,C4,apca,qwen25_72b,2,1,0,1,1,0,6,1,1,7,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_base_81|qwen25_72b|C1|r3,primary,multi_turn_base_81,base,compression,C1,neutral,qwen25_72b,3,0,1,1,0,0,9,1,1,13,1,
confirmatory|bfcl|multi_turn_base_81|qwen25_72b|C3|r3,primary,multi_turn_base_81,base,compression,C3,static,qwen25_72b,3,2,0,1,1,0,6,1,1,7,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_base_81|qwen25_72b|C4|r3,primary,multi_turn_base_81,base,compression,C4,apca,qwen25_72b,3,1,0,1,1,0,6,1,1,7,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_base_81|qwen25_72b|C1|r4,primary,multi_turn_base_81,base,compression,C1,neutral,qwen25_72b,4,0,1,1,0,0,9,1,1,13,1,
confirmatory|bfcl|multi_turn_base_81|qwen25_72b|C3|r4,primary,multi_turn_base_81,base,compression,C3,static,qwen25_72b,4,2,0,1,1,0,6,1,1,7,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_base_81|qwen25_72b|C4|r4,primary,multi_turn_base_81,base,compression,C4,apca,qwen25_72b,4,1,0,1,1,0,6,1,1,7,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_base_81|qwen25_72b|C1|r5,primary,multi_turn_base_81,base,compression,C1,neutral,qwen25_72b,5,0,1,1,0,0,9,1,1,13,1,
confirmatory|bfcl|multi_turn_base_81|qwen25_72b|C3|r5,primary,multi_turn_base_81,base,compression,C3,static,qwen25_72b,5,2,0,1,1,0,6,1,1,7,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_base_81|qwen25_72b|C4|r5,primary,multi_turn_base_81,base,compression,C4,apca,qwen25_72b,5,1,0,1,1,0,6,1,1,7,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_miss_param_89|qwen25_72b|C1|r0,primary,multi_turn_miss_param_89,miss_param,compression,C1,neutral,qwen25_72b,0,3,0,1,1,0,5,1,1,9,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_miss_param_89|qwen25_72b|C3|r0,primary,multi_turn_miss_param_89,miss_param,compression,C3,static,qwen25_72b,0,2,0,1,1,0,8,5,5,12,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_miss_param_89|qwen25_72b|C4|r0,primary,multi_turn_miss_param_89,miss_param,compression,C4,apca,qwen25_72b,0,2,0,1,1,0,19,5,5,23,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_miss_param_89|qwen25_72b|C1|r1,primary,multi_turn_miss_param_89,miss_param,compression,C1,neutral,qwen25_72b,1,3,0,1,1,0,5,1,1,9,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_miss_param_89|qwen25_72b|C3|r1,primary,multi_turn_miss_param_89,miss_param,compression,C3,static,qwen25_72b,1,2,0,1,1,0,8,5,5,12,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_miss_param_89|qwen25_72b|C4|r1,primary,multi_turn_miss_param_89,miss_param,compression,C4,apca,qwen25_72b,1,2,0,1,1,0,19,5,5,23,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_miss_param_89|qwen25_72b|C1|r2,primary,multi_turn_miss_param_89,miss_param,compression,C1,neutral,qwen25_72b,2,3,0,1,1,0,5,1,1,9,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_miss_param_89|qwen25_72b|C3|r2,primary,multi_turn_miss_param_89,miss_param,compression,C3,static,qwen25_72b,2,2,0,1,1,0,8,5,5,12,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_miss_param_89|qwen25_72b|C4|r2,primary,multi_turn_miss_param_89,miss_param,compression,C4,apca,qwen25_72b,2,2,0,1,1,0,19,5,5,23,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_miss_param_89|qwen25_72b|C1|r3,primary,multi_turn_miss_param_89,miss_param,compression,C1,neutral,qwen25_72b,3,3,0,1,1,0,5,1,1,9,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_miss_param_89|qwen25_72b|C3|r3,primary,multi_turn_miss_param_89,miss_param,compression,C3,static,qwen25_72b,3,2,0,1,1,0,8,5,5,12,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_miss_param_89|qwen25_72b|C4|r3,primary,multi_turn_miss_param_89,miss_param,compression,C4,apca,qwen25_72b,3,2,0,1,1,0,19,5,5,23,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_miss_param_89|qwen25_72b|C1|r4,primary,multi_turn_miss_param_89,miss_param,compression,C1,neutral,qwen25_72b,4,3,0,1,1,0,5,1,1,9,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_miss_param_89|qwen25_72b|C3|r4,primary,multi_turn_miss_param_89,miss_param,compression,C3,static,qwen25_72b,4,2,0,1,1,0,8,5,5,12,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_miss_param_89|qwen25_72b|C4|r4,primary,multi_turn_miss_param_89,miss_param,compression,C4,apca,qwen25_72b,4,2,0,1,1,0,19,5,5,23,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_miss_param_89|qwen25_72b|C1|r5,primary,multi_turn_miss_param_89,miss_param,compression,C1,neutral,qwen25_72b,5,3,0,1,1,0,5,1,1,9,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_miss_param_89|qwen25_72b|C3|r5,primary,multi_turn_miss_param_89,miss_param,compression,C3,static,qwen25_72b,5,2,0,1,1,0,8,5,5,12,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_miss_param_89|qwen25_72b|C4|r5,primary,multi_turn_miss_param_89,miss_param,compression,C4,apca,qwen25_72b,5,2,0,1,1,0,19,5,5,23,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_base_158|qwen25_72b|C1|r0,primary,multi_turn_base_158,base,compression,C1,neutral,qwen25_72b,0,2,0,0,1,0,2,,2,3,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_158|qwen25_72b|C3|r0,primary,multi_turn_base_158,base,compression,C3,static,qwen25_72b,0,2,0,0,1,0,2,,2,3,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_158|qwen25_72b|C4|r0,primary,multi_turn_base_158,base,compression,C4,apca,qwen25_72b,0,0,1,1,0,0,3,3,3,5,1,
confirmatory|bfcl|multi_turn_base_158|qwen25_72b|C1|r1,primary,multi_turn_base_158,base,compression,C1,neutral,qwen25_72b,1,2,0,0,1,0,2,,2,3,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_158|qwen25_72b|C3|r1,primary,multi_turn_base_158,base,compression,C3,static,qwen25_72b,1,2,0,0,1,0,2,,2,3,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_158|qwen25_72b|C4|r1,primary,multi_turn_base_158,base,compression,C4,apca,qwen25_72b,1,0,1,1,0,0,3,3,3,5,1,
confirmatory|bfcl|multi_turn_base_158|qwen25_72b|C1|r2,primary,multi_turn_base_158,base,compression,C1,neutral,qwen25_72b,2,2,0,0,1,0,2,,2,3,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_158|qwen25_72b|C3|r2,primary,multi_turn_base_158,base,compression,C3,static,qwen25_72b,2,2,0,0,1,0,2,,2,3,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_158|qwen25_72b|C4|r2,primary,multi_turn_base_158,base,compression,C4,apca,qwen25_72b,2,0,1,1,0,0,3,3,3,5,1,
confirmatory|bfcl|multi_turn_base_158|qwen25_72b|C1|r3,primary,multi_turn_base_158,base,compression,C1,neutral,qwen25_72b,3,2,0,0,1,0,2,,2,3,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_158|qwen25_72b|C3|r3,primary,multi_turn_base_158,base,compression,C3,static,qwen25_72b,3,2,0,0,1,0,2,,2,3,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_158|qwen25_72b|C4|r3,primary,multi_turn_base_158,base,compression,C4,apca,qwen25_72b,3,0,1,1,0,0,3,3,3,5,1,
confirmatory|bfcl|multi_turn_base_158|qwen25_72b|C1|r4,primary,multi_turn_base_158,base,compression,C1,neutral,qwen25_72b,4,2,0,0,1,0,2,,2,3,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_158|qwen25_72b|C3|r4,primary,multi_turn_base_158,base,compression,C3,static,qwen25_72b,4,2,0,0,1,0,2,,2,3,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_158|qwen25_72b|C4|r4,primary,multi_turn_base_158,base,compression,C4,apca,qwen25_72b,4,0,1,1,0,0,3,3,3,5,1,
confirmatory|bfcl|multi_turn_base_158|qwen25_72b|C1|r5,primary,multi_turn_base_158,base,compression,C1,neutral,qwen25_72b,5,2,0,0,1,0,2,,2,3,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_158|qwen25_72b|C3|r5,primary,multi_turn_base_158,base,compression,C3,static,qwen25_72b,5,2,0,0,1,0,2,,2,3,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_158|qwen25_72b|C4|r5,primary,multi_turn_base_158,base,compression,C4,apca,qwen25_72b,5,0,1,1,0,0,3,3,3,5,1,
confirmatory|bfcl|multi_turn_base_126|qwen25_72b|C1|r0,primary,multi_turn_base_126,base,compression,C1,neutral,qwen25_72b,0,0,1,1,1,1,3,2,2,5,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_126|qwen25_72b|C3|r0,primary,multi_turn_base_126,base,compression,C3,static,qwen25_72b,0,1,0,1,0,0,4,3,3,6,1,
confirmatory|bfcl|multi_turn_base_126|qwen25_72b|C4|r0,primary,multi_turn_base_126,base,compression,C4,apca,qwen25_72b,0,0,1,1,1,1,3,2,2,5,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_126|qwen25_72b|C1|r1,primary,multi_turn_base_126,base,compression,C1,neutral,qwen25_72b,1,0,1,1,1,1,3,2,2,5,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_126|qwen25_72b|C3|r1,primary,multi_turn_base_126,base,compression,C3,static,qwen25_72b,1,1,0,1,0,0,4,3,3,6,1,
confirmatory|bfcl|multi_turn_base_126|qwen25_72b|C4|r1,primary,multi_turn_base_126,base,compression,C4,apca,qwen25_72b,1,0,1,1,1,1,3,2,2,5,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_126|qwen25_72b|C1|r2,primary,multi_turn_base_126,base,compression,C1,neutral,qwen25_72b,2,0,1,1,1,1,3,2,2,5,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_126|qwen25_72b|C3|r2,primary,multi_turn_base_126,base,compression,C3,static,qwen25_72b,2,1,0,1,0,0,4,3,3,6,1,
confirmatory|bfcl|multi_turn_base_126|qwen25_72b|C4|r2,primary,multi_turn_base_126,base,compression,C4,apca,qwen25_72b,2,0,1,1,1,1,3,2,2,5,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_126|qwen25_72b|C1|r3,primary,multi_turn_base_126,base,compression,C1,neutral,qwen25_72b,3,0,1,1,1,1,3,2,2,5,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_126|qwen25_72b|C3|r3,primary,multi_turn_base_126,base,compression,C3,static,qwen25_72b,3,1,0,1,0,0,4,3,3,6,1,
confirmatory|bfcl|multi_turn_base_126|qwen25_72b|C4|r3,primary,multi_turn_base_126,base,compression,C4,apca,qwen25_72b,3,0,1,1,1,1,3,2,2,5,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_126|qwen25_72b|C1|r4,primary,multi_turn_base_126,base,compression,C1,neutral,qwen25_72b,4,0,1,1,1,1,3,2,2,5,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_126|qwen25_72b|C3|r4,primary,multi_turn_base_126,base,compression,C3,static,qwen25_72b,4,1,0,1,0,0,4,3,3,6,1,
confirmatory|bfcl|multi_turn_base_126|qwen25_72b|C4|r4,primary,multi_turn_base_126,base,compression,C4,apca,qwen25_72b,4,0,1,1,1,1,3,2,2,5,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_126|qwen25_72b|C1|r5,primary,multi_turn_base_126,base,compression,C1,neutral,qwen25_72b,5,0,1,1,1,1,3,2,2,5,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_126|qwen25_72b|C3|r5,primary,multi_turn_base_126,base,compression,C3,static,qwen25_72b,5,1,0,1,0,0,4,3,3,6,1,
confirmatory|bfcl|multi_turn_base_126|qwen25_72b|C4|r5,primary,multi_turn_base_126,base,compression,C4,apca,qwen25_72b,5,0,1,1,1,1,3,2,2,5,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_159|qwen25_72b|C1|r0,primary,multi_turn_base_159,base,compression,C1,neutral,qwen25_72b,0,0,1,1,0,0,2,2,2,4,1,
confirmatory|bfcl|multi_turn_base_159|qwen25_72b|C3|r0,primary,multi_turn_base_159,base,compression,C3,static,qwen25_72b,0,3,0,1,1,0,2,3,2,5,0,multi_turn:execution_response_mismatch
