episode_id,batch,task_id,category,family,condition,condition_name,model,repeat,Q,Z,W,F,ZWF,all_reads,first_mutation,reads_before_first_mutation,total_tool_calls,success,error_type
confirmatory|bfcl|multi_turn_base_110|qwen25_72b|C1|r1,primary,multi_turn_base_110,base,compression,C1,neutral,qwen25_72b,1,1,0,1,1,0,3,2,2,7,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_110|qwen25_72b|C3|r1,primary,multi_turn_base_110,base,compression,C3,static,qwen25_72b,1,1,0,1,1,0,3,2,2,7,0,multi_turn:empty_turn_model_response
confirmatory|bfcl|multi_turn_base_110|qwen25_72b|C4|r1,primary,multi_turn_base_110,base,compression,C4,apca,qwen25_72b,1,0,1,1,0,0,4,2,2,8,1,
confirmatory|bfcl|multi_turn_base_110|qwen25_72b|C1|r2,primary,multi_turn_base_110,base,compression,C1,neutral,qwen25_72b,2,1,0,1,1,0,3,2,2,7,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_110|qwen25_72b|C3|r2,primary,multi_turn_base_110,base,compression,C3,static,qwen25_72b,2,1,0,1,1,0,3,2,2,7,0,multi_turn:empty_turn_model_response
confirmatory|bfcl|multi_turn_base_110|qwen25_72b|C4|r2,primary,multi_turn_base_110,base,compression,C4,apca,qwen25_72b,2,0,1,1,0,0,4,2,2,8,1,
confirmatory|bfcl|multi_turn_base_110|qwen25_72b|C1|r3,primary,multi_turn_base_110,base,compression,C1,neutral,qwen25_72b,3,1,0,1,1,0,3,2,2,7,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_110|qwen25_72b|C3|r3,primary,multi_turn_base_110,base,compression,C3,static,qwen25_72b,3,1,0,1,1,0,3,2,2,7,0,multi_turn:empty_turn_model_response
confirmatory|bfcl|multi_turn_base_110|qwen25_72b|C4|r3,primary,multi_turn_base_110,base,compression,C4,apca,qwen25_72b,3,0,1,1,0,0,4,2,2,8,1,
confirmatory|bfcl|multi_turn_base_110|qwen25_72b|C1|r4,primary,multi_turn_base_110,base,compression,C1,neutral,qwen25_72b,4,1,0,1,1,0,3,2,2,7,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_110|qwen25_72b|C3|r4,primary,multi_turn_base_110,base,compression,C3,static,qwen25_72b,4,1,0,1,1,0,3,2,2,7,0,multi_turn:empty_turn_model_response
confirmatory|bfcl|multi_turn_base_110|qwen25_72b|C4|r4,primary,multi_turn_base_110,base,compression,C4,apca,qwen25_72b,4,0,1,1,0,0,4,2,2,8,1,
confirmatory|bfcl|multi_turn_base_110|qwen25_72b|C1|r5,primary,multi_turn_base_110,base,compression,C1,neutral,qwen25_72b,5,1,0,1,1,0,3,2,2,7,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_110|qwen25_72b|C3|r5,primary,multi_turn_base_110,base,compression,C3,static,qwen25_72b,5,1,0,1,1,0,3,2,2,7,0,multi_turn:empty_turn_model_response
confirmatory|bfcl|multi_turn_base_110|qwen25_72b|C4|r5,primary,multi_turn_base_110,base,compression,C4,apca,qwen25_72b,5,0,1,1,0,0,4,2,2,8,1,
confirmatory|bfcl|multi_turn_base_58|qwen25_72b|C1|r0,primary,multi_turn_base_58,base,compression,C1,neutral,qwen25_72b,0,2,0,1,1,0,6,2,2,10,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_base_58|qwen25_72b|C3|r0,primary,multi_turn_base_58,base,compression,C3,static,qwen25_72b,0,0,1,1,1,1,9,5,5,14,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_base_58|qwen25_72b|C4|r0,primary,multi_turn_base_58,base,compression,C4,apca,qwen25_72b,0,2,0,1,1,0,7,2,2,11,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_base_58|qwen25_72b|C1|r1,primary,multi_turn_base_58,base,compression,C1,neutral,qwen25_72b,1,2,0,1,1,0,6,2,2,10,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_base_58|qwen25_72b|C3|r1,primary,multi_turn_base_58,base,compression,C3,static,qwen25_72b,1,0,1,1,1,1,9,5,5,14,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_base_58|qwen25_72b|C4|r1,primary,multi_turn_base_58,base,compression,C4,apca,qwen25_72b,1,2,0,1,1,0,7,2,2,11,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_base_58|qwen25_72b|C1|r2,primary,multi_turn_base_58,base,compression,C1,neutral,qwen25_72b,2,2,0,1,1,0,6,2,2,10,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_base_58|qwen25_72b|C3|r2,primary,multi_turn_base_58,base,compression,C3,static,qwen25_72b,2,0,1,1,1,1,9,5,5,14,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_base_58|qwen25_72b|C4|r2,primary,multi_turn_base_58,base,compression,C4,apca,qwen25_72b,2,2,0,1,1,0,7,2,2,11,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_base_58|qwen25_72b|C1|r3,primary,multi_turn_base_58,base,compression,C1,neutral,qwen25_72b,3,2,0,1,1,0,6,2,2,10,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_base_58|qwen25_72b|C3|r3,primary,multi_turn_base_58,base,compression,C3,static,qwen25_72b,3,0,1,1,1,1,9,5,5,14,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_base_58|qwen25_72b|C4|r3,primary,multi_turn_base_58,base,compression,C4,apca,qwen25_72b,3,2,0,1,1,0,7,2,2,11,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_base_58|qwen25_72b|C1|r4,primary,multi_turn_base_58,base,compression,C1,neutral,qwen25_72b,4,2,0,1,1,0,6,2,2,10,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_base_58|qwen25_72b|C3|r4,primary,multi_turn_base_58,base,compression,C3,static,qwen25_72b,4,0,1,1,1,1,9,5,5,14,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_base_58|qwen25_72b|C4|r4,primary,multi_turn_base_58,base,compression,C4,apca,qwen25_72b,4,2,0,1,1,0,7,2,2,11,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_base_58|qwen25_72b|C1|r5,primary,multi_turn_base_58,base,compression,C1,neutral,qwen25_72b,5,2,0,1,1,0,6,2,2,10,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_base_58|qwen25_72b|C3|r5,primary,multi_turn_base_58,base,compression,C3,static,qwen25_72b,5,0,1,1,1,1,9,5,5,14,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_base_58|qwen25_72b|C4|r5,primary,multi_turn_base_58,base,compression,C4,apca,qwen25_72b,5,2,0,1,1,0,7,2,2,11,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_miss_param_180|qwen25_72b|C1|r0,primary,multi_turn_miss_param_180,miss_param,compression,C1,neutral,qwen25_72b,0,5,0,1,1,0,8,0,0,11,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_180|qwen25_72b|C3|r0,primary,multi_turn_miss_param_180,miss_param,compression,C3,static,qwen25_72b,0,5,0,1,1,0,7,0,0,10,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_180|qwen25_72b|C4|r0,primary,multi_turn_miss_param_180,miss_param,compression,C4,apca,qwen25_72b,0,4,0,1,1,0,9,0,0,12,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_180|qwen25_72b|C1|r1,primary,multi_turn_miss_param_180,miss_param,compression,C1,neutral,qwen25_72b,1,5,0,1,1,0,8,0,0,11,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_180|qwen25_72b|C3|r1,primary,multi_turn_miss_param_180,miss_param,compression,C3,static,qwen25_72b,1,6,0,1,1,0,9,0,0,12,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_180|qwen25_72b|C4|r1,primary,multi_turn_miss_param_180,miss_param,compression,C4,apca,qwen25_72b,1,4,0,1,1,0,9,0,0,12,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_180|qwen25_72b|C1|r2,primary,multi_turn_miss_param_180,miss_param,compression,C1,neutral,qwen25_72b,2,5,0,1,1,0,8,0,0,11,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_180|qwen25_72b|C3|r2,primary,multi_turn_miss_param_180,miss_param,compression,C3,static,qwen25_72b,2,3,0,1,1,0,8,0,0,11,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_180|qwen25_72b|C4|r2,primary,multi_turn_miss_param_180,miss_param,compression,C4,apca,qwen25_72b,2,4,0,1,1,0,9,0,0,12,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_180|qwen25_72b|C1|r3,primary,multi_turn_miss_param_180,miss_param,compression,C1,neutral,qwen25_72b,3,5,0,1,1,0,8,0,0,11,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_180|qwen25_72b|C3|r3,primary,multi_turn_miss_param_180,miss_param,compression,C3,static,qwen25_72b,3,5,0,1,1,0,8,0,0,11,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_180|qwen25_72b|C4|r3,primary,multi_turn_miss_param_180,miss_param,compression,C4,apca,qwen25_72b,3,4,0,1,1,0,9,0,0,12,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_180|qwen25_72b|C1|r4,primary,multi_turn_miss_param_180,miss_param,compression,C1,neutral,qwen25_72b,4,5,0,1,1,0,8,0,0,11,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_180|qwen25_72b|C3|r4,primary,multi_turn_miss_param_180,miss_param,compression,C3,static,qwen25_72b,4,5,0,1,1,0,8,0,0,11,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_180|qwen25_72b|C4|r4,primary,multi_turn_miss_param_180,miss_param,compression,C4,apca,qwen25_72b,4,4,0,1,1,0,9,0,0,12,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_180|qwen25_72b|C1|r5,primary,multi_turn_miss_param_180,miss_param,compression,C1,neutral,qwen25_72b,5,5,0,1,1,0,8,0,0,11,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_180|qwen25_72b|C3|r5,primary,multi_turn_miss_param_180,miss_param,compression,C3,static,qwen25_72b,5,5,0,1,1,0,8,0,0,11,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_180|qwen25_72b|C4|r5,primary,multi_turn_miss_param_180,miss_param,compression,C4,apca,qwen25_72b,5,4,0,1,1,0,9,0,0,12,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_123|qwen25_72b|C1|r0,primary,multi_turn_miss_param_123,miss_param,inflation,C1,neutral,qwen25_72b,0,1,0,1,0,0,4,3,3,7,1,
confirmatory|bfcl|multi_turn_miss_param_123|qwen25_72b|C3|r0,primary,multi_turn_miss_param_123,miss_param,inflation,C3,static,qwen25_72b,0,2,0,1,0,0,4,3,3,7,1,
confirmatory|bfcl|multi_turn_miss_param_123|qwen25_72b|C4|r0,primary,multi_turn_miss_param_123,miss_param,inflation,C4,apca,qwen25_72b,0,2,0,1,0,0,3,2,2,6,1,
confirmatory|bfcl|multi_turn_miss_param_123|qwen25_72b|C1|r1,primary,multi_turn_miss_param_123,miss_param,inflation,C1,neutral,qwen25_72b,1,1,0,1,0,0,4,3,3,7,1,
confirmatory|bfcl|multi_turn_miss_param_123|qwen25_72b|C3|r1,primary,multi_turn_miss_param_123,miss_param,inflation,C3,static,qwen25_72b,1,1,0,1,0,0,4,3,3,7,1,
confirmatory|bfcl|multi_turn_miss_param_123|qwen25_72b|C4|r1,primary,multi_turn_miss_param_123,miss_param,inflation,C4,apca,qwen25_72b,1,2,0,1,0,0,3,2,2,6,1,
confirmatory|bfcl|multi_turn_miss_param_123|qwen25_72b|C1|r2,primary,multi_turn_miss_param_123,miss_param,inflation,C1,neutral,qwen25_72b,2,1,0,1,0,0,4,3,3,7,1,
confirmatory|bfcl|multi_turn_miss_param_123|qwen25_72b|C3|r2,primary,multi_turn_miss_param_123,miss_param,inflation,C3,static,qwen25_72b,2,1,0,1,0,0,4,3,3,7,1,
confirmatory|bfcl|multi_turn_miss_param_123|qwen25_72b|C4|r2,primary,multi_turn_miss_param_123,miss_param,inflation,C4,apca,qwen25_72b,2,2,0,1,0,0,3,2,2,6,1,
confirmatory|bfcl|multi_turn_miss_param_123|qwen25_72b|C1|r3,primary,multi_turn_miss_param_123,miss_param,inflation,C1,neutral,qwen25_72b,3,1,0,1,0,0,4,3,3,7,1,
confirmatory|bfcl|multi_turn_miss_param_123|qwen25_72b|C3|r3,primary,multi_turn_miss_param_123,miss_param,inflation,C3,static,qwen25_72b,3,1,0,1,0,0,4,3,3,7,1,
confirmatory|bfcl|multi_turn_miss_param_123|qwen25_72b|C4|r3,primary,multi_turn_miss_param_123,miss_param,inflation,C4,apca,qwen25_72b,3,2,0,1,0,0,3,2,2,6,1,
confirmatory|bfcl|multi_turn_miss_param_123|qwen25_72b|C1|r4,primary,multi_turn_miss_param_123,miss_param,inflation,C1,neutral,qwen25_72b,4,1,0,1,0,0,4,3,3,7,1,
confirmatory|bfcl|multi_turn_miss_param_123|qwen25_72b|C3|r4,primary,multi_turn_miss_param_123,miss_param,inflation,C3,static,qwen25_72b,4,1,0,1,0,0,4,3,3,7,1,
confirmatory|bfcl|multi_turn_miss_param_123|qwen25_72b|C4|r4,primary,multi_turn_miss_param_123,miss_param,inflation,C4,apca,qwen25_72b,4,2,0,1,0,0,3,2,2,6,1,
confirmatory|bfcl|multi_turn_miss_param_123|qwen25_72b|C1|r5,primary,multi_turn_miss_param_123,miss_param,inflation,C1,neutral,qwen25_72b,5,1,0,1,0,0,4,3,3,7,1,
confirmatory|bfcl|multi_turn_miss_param_123|qwen25_72b|C3|r5,primary,multi_turn_miss_param_123,miss_param,inflation,C3,static,qwen25_72b,5,1,0,1,0,0,4,3,3,7,1,
confirmatory|bfcl|multi_turn_miss_param_123|qwen25_72b|C4|r5,primary,multi_turn_miss_param_123,miss_param,inflation,C4,apca,qwen25_72b,5,2,0,1,0,0,3,2,2,6,1,
confirmatory|bfcl|multi_turn_base_131|qwen25_72b|C1|r0,primary,multi_turn_base_131,base,inflation,C1,neutral,qwen25_72b,0,1,0,1,0,0,6,3,3,9,1,
confirmatory|bfcl|multi_turn_base_131|qwen25_72b|C3|r0,primary,multi_turn_base_131,base,inflation,C3,static,qwen25_72b,0,1,0,1,1,0,7,3,3,10,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_131|qwen25_72b|C4|r0,primary,multi_turn_base_131,base,inflation,C4,apca,qwen25_72b,0,1,0,1,1,0,6,3,3,9,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_131|qwen25_72b|C1|r1,primary,multi_turn_base_131,base,inflation,C1,neutral,qwen25_72b,1,1,0,1,0,0,6,3,3,9,1,
confirmatory|bfcl|multi_turn_base_131|qwen25_72b|C3|r1,primary,multi_turn_base_131,base,inflation,C3,static,qwen25_72b,1,1,0,1,1,0,7,3,3,10,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_131|qwen25_72b|C4|r1,primary,multi_turn_base_131,base,inflation,C4,apca,qwen25_72b,1,0,1,1,1,1,6,3,3,7,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_131|qwen25_72b|C1|r2,primary,multi_turn_base_131,base,inflation,C1,neutral,qwen25_72b,2,1,0,1,0,0,6,3,3,9,1,
confirmatory|bfcl|multi_turn_base_131|qwen25_72b|C3|r2,primary,multi_turn_base_131,base,inflation,C3,static,qwen25_72b,2,1,0,1,1,0,7,3,3,10,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_131|qwen25_72b|C4|r2,primary,multi_turn_base_131,base,inflation,C4,apca,qwen25_72b,2,0,1,1,1,1,6,3,3,7,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_131|qwen25_72b|C1|r3,primary,multi_turn_base_131,base,inflation,C1,neutral,qwen25_72b,3,1,0,1,0,0,6,3,3,9,1,
confirmatory|bfcl|multi_turn_base_131|qwen25_72b|C3|r3,primary,multi_turn_base_131,base,inflation,C3,static,qwen25_72b,3,1,0,1,1,0,7,3,3,10,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_131|qwen25_72b|C4|r3,primary,multi_turn_base_131,base,inflation,C4,apca,qwen25_72b,3,0,1,1,1,1,6,3,3,7,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_131|qwen25_72b|C1|r4,primary,multi_turn_base_131,base,inflation,C1,neutral,qwen25_72b,4,1,0,1,0,0,6,3,3,9,1,
confirmatory|bfcl|multi_turn_base_131|qwen25_72b|C3|r4,primary,multi_turn_base_131,base,inflation,C3,static,qwen25_72b,4,1,0,1,1,0,7,3,3,10,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_131|qwen25_72b|C4|r4,primary,multi_turn_base_131,base,inflation,C4,apca,qwen25_72b,4,0,1,1,1,1,6,3,3,7,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_131|qwen25_72b|C1|r5,primary,multi_turn_base_131,base,inflation,C1,neutral,qwen25_72b,5,1,0,1,0,0,6,3,3,9,1,
confirmatory|bfcl|multi_turn_base_131|qwen25_72b|C3|r5,primary,multi_turn_base_131,base,inflation,C3,static,qwen25_72b,5,1,0,1,1,0,7,3,3,10,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_131|qwen25_72b|C4|r5,primary,multi_turn_base_131,base,inflation,C4,apca,qwen25_72b,5,0,1,1,1,1,6,3,3,7,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_95|qwen25_72b|C1|r0,primary,multi_turn_miss_param_95,miss_param,inflation,C1,neutral,qwen25_72b,0,2,0,1,1,0,10,1,1,13,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_miss_param_95|qwen25_72b|C3|r0,primary,multi_turn_miss_param_95,miss_param,inflation,C3,static,qwen25_72b,0,3,0,1,1,0,7,6,6,8,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_95|qwen25_72b|C4|r0,primary,multi_turn_miss_param_95,miss_param,inflation,C4,apca,qwen25_72b,0,4,0,1,1,0,6,5,5,7,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_95|qwen25_72b|C1|r1,primary,multi_turn_miss_param_95,miss_param,inflation,C1,neutral,qwen25_72b,1,2,0,1,1,0,10,1,1,13,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_miss_param_95|qwen25_72b|C3|r1,primary,multi_turn_miss_param_95,miss_param,inflation,C3,static,qwen25_72b,1,3,0,1,1,0,7,6,6,8,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_95|qwen25_72b|C4|r1,primary,multi_turn_miss_param_95,miss_param,inflation,C4,apca,qwen25_72b,1,4,0,1,1,0,6,5,5,7,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_95|qwen25_72b|C1|r2,primary,multi_turn_miss_param_95,miss_param,inflation,C1,neutral,qwen25_72b,2,2,0,1,1,0,10,1,1,13,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_miss_param_95|qwen25_72b|C3|r2,primary,multi_turn_miss_param_95,miss_param,inflation,C3,static,qwen25_72b,2,3,0,1,1,0,7,6,6,8,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_95|qwen25_72b|C4|r2,primary,multi_turn_miss_param_95,miss_param,inflation,C4,apca,qwen25_72b,2,4,0,1,1,0,6,5,5,7,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_95|qwen25_72b|C1|r3,primary,multi_turn_miss_param_95,miss_param,inflation,C1,neutral,qwen25_72b,3,2,0,1,1,0,10,1,1,13,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_miss_param_95|qwen25_72b|C3|r3,primary,multi_turn_miss_param_95,miss_param,inflation,C3,static,qwen25_72b,3,3,0,1,1,0,7,6,6,8,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_95|qwen25_72b|C4|r3,primary,multi_turn_miss_param_95,miss_param,inflation,C4,apca,qwen25_72b,3,4,0,1,1,0,6,5,5,7,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_95|qwen25_72b|C1|r4,primary,multi_turn_miss_param_95,miss_param,inflation,C1,neutral,qwen25_72b,4,2,0,1,1,0,10,1,1,13,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_miss_param_95|qwen25_72b|C3|r4,primary,multi_turn_miss_param_95,miss_param,inflation,C3,static,qwen25_72b,4,3,0,1,1,0,7,6,6,8,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_95|qwen25_72b|C4|r4,primary,multi_turn_miss_param_95,miss_param,inflation,C4,apca,qwen25_72b,4,4,0,1,1,0,6,5,5,7,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_95|qwen25_72b|C1|r5,primary,multi_turn_miss_param_95,miss_param,inflation,C1,neutral,qwen25_72b,5,2,0,1,1,0,10,1,1,13,0,multi_turn:execution_response_mismatch
confirmatory|bfcl|multi_turn_miss_param_95|qwen25_72b|C3|r5,primary,multi_turn_miss_param_95,miss_param,inflation,C3,static,qwen25_72b,5,3,0,1,1,0,7,6,6,8,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_95|qwen25_72b|C4|r5,primary,multi_turn_miss_param_95,miss_param,inflation,C4,apca,qwen25_72b,5,4,0,1,1,0,6,5,5,7,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_179|qwen25_72b|C1|r0,primary,multi_turn_miss_param_179,miss_param,inflation,C1,neutral,qwen25_72b,0,2,0,1,1,0,8,3,3,11,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_179|qwen25_72b|C3|r0,primary,multi_turn_miss_param_179,miss_param,inflation,C3,static,qwen25_72b,0,3,0,1,1,0,4,3,2,7,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_179|qwen25_72b|C4|r0,primary,multi_turn_miss_param_179,miss_param,inflation,C4,apca,qwen25_72b,0,3,0,1,1,0,7,3,2,11,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_179|qwen25_72b|C1|r1,primary,multi_turn_miss_param_179,miss_param,inflation,C1,neutral,qwen25_72b,1,2,0,1,1,0,8,3,3,11,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_179|qwen25_72b|C3|r1,primary,multi_turn_miss_param_179,miss_param,inflation,C3,static,qwen25_72b,1,2,0,1,1,0,7,3,2,11,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_179|qwen25_72b|C4|r1,primary,multi_turn_miss_param_179,miss_param,inflation,C4,apca,qwen25_72b,1,2,0,1,1,0,7,3,2,11,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_179|qwen25_72b|C1|r2,primary,multi_turn_miss_param_179,miss_param,inflation,C1,neutral,qwen25_72b,2,2,0,1,1,0,8,3,3,11,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_179|qwen25_72b|C3|r2,primary,multi_turn_miss_param_179,miss_param,inflation,C3,static,qwen25_72b,2,2,0,1,1,0,7,3,2,11,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_179|qwen25_72b|C4|r2,primary,multi_turn_miss_param_179,miss_param,inflation,C4,apca,qwen25_72b,2,3,0,1,1,0,7,3,2,11,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_179|qwen25_72b|C1|r3,primary,multi_turn_miss_param_179,miss_param,inflation,C1,neutral,qwen25_72b,3,2,0,1,1,0,8,3,3,11,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_179|qwen25_72b|C3|r3,primary,multi_turn_miss_param_179,miss_param,inflation,C3,static,qwen25_72b,3,2,0,1,1,0,7,3,2,11,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_179|qwen25_72b|C4|r3,primary,multi_turn_miss_param_179,miss_param,inflation,C4,apca,qwen25_72b,3,3,0,1,1,0,7,3,2,11,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_179|qwen25_72b|C1|r4,primary,multi_turn_miss_param_179,miss_param,inflation,C1,neutral,qwen25_72b,4,2,0,1,1,0,8,3,3,11,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_179|qwen25_72b|C3|r4,primary,multi_turn_miss_param_179,miss_param,inflation,C3,static,qwen25_72b,4,2,0,1,1,0,7,3,2,11,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_179|qwen25_72b|C4|r4,primary,multi_turn_miss_param_179,miss_param,inflation,C4,apca,qwen25_72b,4,3,0,1,1,0,7,3,2,11,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_179|qwen25_72b|C1|r5,primary,multi_turn_miss_param_179,miss_param,inflation,C1,neutral,qwen25_72b,5,2,0,1,1,0,8,3,3,11,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_179|qwen25_72b|C3|r5,primary,multi_turn_miss_param_179,miss_param,inflation,C3,static,qwen25_72b,5,2,0,1,1,0,7,3,2,11,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_miss_param_179|qwen25_72b|C4|r5,primary,multi_turn_miss_param_179,miss_param,inflation,C4,apca,qwen25_72b,5,3,0,1,1,0,7,3,2,11,0,multi_turn:instance_state_mismatch
confirmatory|bfcl|multi_turn_base_51|qwen25_72b|C1|r0,primary,multi_turn_base_51,base,inflation,C1,neutral,qwen25_72b,0,0,1,1,0,0,6,0,0,11,1,
confirmatory|bfcl|multi_turn_base_51|qwen25_72b|C3|r0,primary,multi_turn_base_51,base,inflation,C3,static,qwen25_72b,0,0,1,1,0,0,6,0,0,11,1,
confirmatory|bfcl|multi_turn_base_51|qwen25_72b|C4|r0,primary,multi_turn_base_51,base,inflation,C4,apca,qwen25_72b,0,0,1,1,0,0,6,0,0,11,1,
confirmatory|bfcl|multi_turn_base_51|qwen25_72b|C1|r1,primary,multi_turn_base_51,base,inflation,C1,neutral,qwen25_72b,1,0,1,1,0,0,6,0,0,11,1,
confirmatory|bfcl|multi_turn_base_51|qwen25_72b|C3|r1,primary,multi_turn_base_51,base,inflation,C3,static,qwen25_72b,1,0,1,1,0,0,6,0,0,11,1,
confirmatory|bfcl|multi_turn_base_51|qwen25_72b|C4|r1,primary,multi_turn_base_51,base,inflation,C4,apca,qwen25_72b,1,0,1,1,0,0,6,0,0,11,1,
confirmatory|bfcl|multi_turn_base_51|qwen25_72b|C1|r2,primary,multi_turn_base_51,base,inflation,C1,neutral,qwen25_72b,2,0,1,1,0,0,6,0,0,11,1,
